dep	golang.org/x/exp	v0.0.0-20240119083558-1b970713d09a	h1:Q8/wZp0KX97QFTc2ywcOE0YRjZPVIx+MXInMzdvQqcA=
dep	golang.org/x/net	v0.41.0	h1:vBTly1HeNPEn3wtREYfy4GZ/NECgw2Cnl+nK6Nz3uvw=
dep	golang.org/x/oauth2	v0.30.0	h1:dnDm7JmhM45NNpd8FDDeLhK6FwqbOf4MLCM9zb1BOHI=
dep	golang.org/x/sync	v0.16.0	h1:ycBJEhp9p4vXvUZNszeOq0kGTPghopOL8q0fq3vstxw=
dep	golang.org/x/sys	v0.34.0	h1:H5Y5sJ2L2JRdyv7ROF1he/lPdvFsd0mJHFw2ThKHxLA=
dep	golang.org/x/term	v0.33.0	h1:NuFncQrRcaRvVmgRkvM3j/F00gWIAlcmlB8ACEKmGIg=
dep	golang.org/x/text	v0.27.0	h1:4fGWRpyh641NLlecmyl4LOe6yDdfaYNrGb2zdfo4JV4=
dep	gonum.org/v1/gonum	v0.12.0	h1:xKuo6hzt+gMav00meVPUlXwSdoEJP46BR+wdxQEFK2o=
dep	google.golang.org/genproto/googleapis/api	v0.0.0-20240903143218-8af14fe29dc1	h1:hjSy6tcFQZ171igDaN5QHOw2n6vx40juYbC/x67CEhc=
dep	google.golang.org/genproto/googleapis/rpc	v0.0.0-20240903143218-8af14fe29dc1	h1:pPJltXNxVzT4pK9yD8vR9X75DaWYYmLGMsEvBfFQZzQ=
dep	google.golang.org/grpc	v1.67.1	h1:zWnc1Vrcno+lHZCOofnIMvycFcc0QRGIzm9dhnDX68E=
dep	google.golang.org/protobuf	v1.34.2	h1:6xV6lTsCfpGD21XK49h7MhtcApnLqkfYgPcdHftf6hg=
dep	gopkg.in/alecthomas/kingpin.v2	v2.2.6	h1:jMFz6MfLP0/4fUyZle81rXUoxOBFi19VUFKVDOQfozc=
dep	gopkg.in/yaml.v3	v3.0.1	h1:fxVm/GzAzEWqLHuvctI91KS9hhNmmWOoWu0XTYJS7CA=
dep	inet.af/netaddr	v0.0.0-20230525184311-b8eac61e914a	h1:1XCVEdxrvL6c0TGOhecLuB7U9zYNdxZEjvOqJreKZiM=
dep	k8s.io/klog	v1.0.0	h1:Pt+yjF5aB1xDSVbau4VsWe+dQNzA0qv1LlXdC2dF6Q8=
