source	offset_hex	path	confidence
binary_strings_and_symbols	0x2e3f59c	/mcp/tools.go	binary_string_candidate
binary_strings_and_symbols	0x2e3f4a5	/mcp/types.go	binary_string_candidate
binary_strings_and_symbols	0x2e3f5d9	/mcp/utils.go	binary_string_candidate
binary_strings_and_symbols	0x1070671	/oauth	binary_string_candidate
binary_strings_and_symbols	0x1490989	/oauth/authorize	source_or_exact_string
binary_strings_and_symbols	0x1490989	/oauth/authorize/api/v1/metadatano	binary_string_candidate
binary_strings_and_symbols	0x148f166	/oauth/register	source_or_exact_string
binary_strings_and_symbols	0x148c925	/oauth/revoke	source_or_exact_string
binary_strings_and_symbols	0x148b203	/oauth/token	source_or_exact_string
binary_strings_and_symbols	0x1a00011	/sso	binary_string_candidate
binary_strings_and_symbols	0x1486eae	/sso/oidc	source_or_exact_string
binary_strings_and_symbols	0x1a00011	/sso/saml	source_or_exact_string
binary_strings_and_symbols	0x1486eae	/sso/saml/sso/oidc/api/user	binary_string_candidate
binary_strings_and_symbols	0x10959cf	/stats	source_or_exact_string
binary_strings_and_symbols	0x2e3ae57	/stats/metricregistry.go	binary_string_candidate
binary_strings_and_symbols	0x2e3aea7	/stats/metrics.go	binary_string_candidate
binary_strings_and_symbols	0x2e3b837	/stats/metrics_recorder_list.go	binary_string_candidate
binary_strings_and_symbols	0x2e35988	/stats/query_stats.go	binary_string_candidate
binary_strings_and_symbols	0x2e3b7fd	/stats/stats.go	binary_string_candidate
binary_strings_and_symbols	0x2e359d8	/stats/timer.go	binary_string_candidate
binary_strings_and_symbols	0x10b59c5	/v1	binary_string_candidate
binary_strings_and_symbols	0x3685162	/v1/binarylog.proto	binary_string_candidate
binary_strings_and_symbols	0x2e3cf89	/v1/common.pb.go	binary_string_candidate
binary_strings_and_symbols	0x3674212	/v1/common.proto	binary_string_candidate
binary_strings_and_symbols	0x2a4806e	/v1/gonum	binary_string_candidate
binary_strings_and_symbols	0x10837d2	/v1/gonum/blas	binary_string_candidate
binary_strings_and_symbols	0x109d3e9	/v1/gonum/blas/blas64	binary_string_candidate
binary_strings_and_symbols	0x3c1b756	/v1/gonum/blas/blas64..stmp_0	binary_string_candidate
binary_strings_and_symbols	0x3c98395	/v1/gonum/blas/blas64..stmp_11	binary_string_candidate
binary_strings_and_symbols	0x3c983bd	/v1/gonum/blas/blas64..stmp_12	binary_string_candidate
binary_strings_and_symbols	0x3c983e5	/v1/gonum/blas/blas64..stmp_16	binary_string_candidate
binary_strings_and_symbols	0x3c9840d	/v1/gonum/blas/blas64..stmp_17	binary_string_candidate
binary_strings_and_symbols	0x3c98435	/v1/gonum/blas/blas64..stmp_18	binary_string_candidate
binary_strings_and_symbols	0x3c9845d	/v1/gonum/blas/blas64..stmp_24	binary_string_candidate
binary_strings_and_symbols	0x3c98485	/v1/gonum/blas/blas64..stmp_25	binary_string_candidate
binary_strings_and_symbols	0x3c984ad	/v1/gonum/blas/blas64..stmp_26	binary_string_candidate
binary_strings_and_symbols	0x3c1b730	/v1/gonum/blas/blas64.blas64	binary_string_candidate
binary_strings_and_symbols	0x2c15906	/v1/gonum/blas/blas64.max	binary_string_candidate
binary_strings_and_symbols	0x2c15929	/v1/gonum/blas/blas64.min	binary_string_candidate
binary_strings_and_symbols	0x10a3e3f	/v1/gonum/blas/cblas128	binary_string_candidate
binary_strings_and_symbols	0x3c9852e	/v1/gonum/blas/cblas128..stmp_11	binary_string_candidate
binary_strings_and_symbols	0x3c98558	/v1/gonum/blas/cblas128..stmp_12	binary_string_candidate
binary_strings_and_symbols	0x1099c2a	/v1/gonum/blas/gonum	binary_string_candidate
binary_strings_and_symbols	0x3c98e76	/v1/gonum/blas/gonum..stmp_0	binary_string_candidate
binary_strings_and_symbols	0x3c98f80	/v1/gonum/blas/gonum..stmp_10	binary_string_candidate
binary_strings_and_symbols	0x3c98fa7	/v1/gonum/blas/gonum..stmp_12	binary_string_candidate
binary_strings_and_symbols	0x3c99091	/v1/gonum/blas/gonum..stmp_131	binary_string_candidate
binary_strings_and_symbols	0x3c98fce	/v1/gonum/blas/gonum..stmp_14	binary_string_candidate
binary_strings_and_symbols	0x3c98ff5	/v1/gonum/blas/gonum..stmp_18	binary_string_candidate
binary_strings_and_symbols	0x3c9901c	/v1/gonum/blas/gonum..stmp_19	binary_string_candidate
binary_strings_and_symbols	0x3c98e9c	/v1/gonum/blas/gonum..stmp_2	binary_string_candidate
binary_strings_and_symbols	0x3c990b9	/v1/gonum/blas/gonum..stmp_214	binary_string_candidate
binary_strings_and_symbols	0x3c990e1	/v1/gonum/blas/gonum..stmp_215	binary_string_candidate
